,age,job,marital,education,default,housing,loan,contact,month,day_of_week
18570,54,technician,married,high.school,no,no,no,telephone,may,tue
18571,28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri
18572,23,management,single,university.degree,no,yes,no,cellular,apr,mon
18573,54,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue
18574,35,admin.,married,basic.9y,no,no,no,telephone,may,tue
18575,39,blue-collar,married,unknown,unknown,yes,no,cellular,jul,wed
18576,53,admin.,divorced,high.school,no,yes,no,cellular,nov,thu
18577,47,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue
18578,45,technician,married,professional.course,no,yes,no,cellular,jul,wed
18579,47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon
18580,30,admin.,single,high.school,no,yes,no,telephone,jul,fri
18581,39,technician,married,unknown,no,yes,no,cellular,jul,wed
18582,49,admin.,single,high.school,no,yes,no,cellular,jul,tue
18583,34,unemployed,married,high.school,no,yes,no,cellular,nov,mon
18584,28,technician,single,high.school,no,yes,no,telephone,may,mon
18585,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue
18586,53,admin.,married,high.school,no,no,no,cellular,nov,fri
18587,37,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon
18588,46,services,married,unknown,no,yes,yes,cellular,aug,fri
18589,36,entrepreneur,married,university.degree,no,no,no,telephone,may,wed
18590,33,services,married,high.school,no,yes,no,cellular,may,fri
18591,58,technician,married,basic.4y,no,yes,no,cellular,oct,wed
18592,34,technician,married,basic.9y,no,yes,yes,cellular,may,mon
18593,33,blue-collar,married,high.school,unknown,no,no,telephone,may,tue
18594,34,admin.,single,university.degree,no,yes,no,cellular,jun,tue
18595,40,admin.,single,high.school,no,yes,no,telephone,may,wed
18596,34,technician,single,university.degree,no,yes,no,cellular,jul,thu
18597,48,entrepreneur,single,university.degree,no,no,yes,cellular,jul,tue
18598,32,management,divorced,university.degree,no,yes,yes,cellular,may,tue
18599,27,technician,single,professional.course,no,no,no,telephone,jun,thu
18600,38,services,married,high.school,no,no,no,telephone,jun,thu
18601,56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu
18602,30,technician,single,university.degree,unknown,yes,no,cellular,aug,wed
18603,48,admin.,single,university.degree,no,yes,no,telephone,may,wed
18604,31,admin.,single,university.degree,no,no,no,cellular,nov,thu
18605,56,management,married,university.degree,no,no,no,telephone,may,wed
18606,35,admin.,single,high.school,no,yes,no,telephone,may,fri
18607,43,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon
18608,22,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,tue
18609,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon
18610,31,admin.,single,university.degree,no,yes,no,cellular,apr,mon
18611,42,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon
18612,55,services,married,basic.9y,no,yes,no,telephone,jul,wed
18613,36,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon
18614,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu
18615,25,student,single,high.school,no,no,no,cellular,may,thu
18616,59,management,married,university.degree,no,yes,no,cellular,aug,tue
18617,31,admin.,married,university.degree,no,yes,yes,cellular,jul,wed
18618,31,management,single,university.degree,no,yes,no,cellular,nov,thu
18619,51,technician,married,professional.course,no,yes,no,cellular,sep,mon
18620,23,services,single,professional.course,unknown,no,no,telephone,jun,thu
18621,27,student,single,university.degree,no,yes,no,telephone,may,mon
18622,34,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed
18623,31,technician,single,unknown,no,no,no,cellular,aug,mon
18624,46,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed
18625,40,services,single,high.school,no,yes,yes,telephone,may,tue
18626,26,blue-collar,single,basic.9y,no,no,no,telephone,may,fri
18627,92,retired,married,unknown,no,yes,no,cellular,may,thu
18628,31,management,married,university.degree,no,no,no,cellular,aug,mon
18629,33,technician,single,university.degree,no,yes,no,cellular,aug,tue
18630,32,management,divorced,basic.4y,unknown,no,no,telephone,may,wed
18631,33,admin.,married,professional.course,no,no,no,cellular,jul,mon
18632,42,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri
18633,41,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu
18634,36,management,single,high.school,no,yes,no,cellular,apr,mon
18635,30,management,married,university.degree,no,yes,no,cellular,may,mon
18636,62,technician,married,unknown,no,yes,no,cellular,jul,mon
18637,57,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu
18638,65,retired,married,basic.4y,no,no,yes,cellular,nov,tue
18639,50,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon
18640,44,services,married,high.school,no,yes,no,telephone,may,wed
18641,38,services,married,basic.9y,no,no,yes,telephone,jun,fri
18642,33,technician,married,professional.course,no,yes,no,telephone,jun,fri
18643,35,admin.,married,university.degree,no,no,no,cellular,nov,thu
18644,44,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,tue
18645,31,management,married,university.degree,no,yes,yes,cellular,aug,wed
18646,51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,tue
18647,30,technician,married,professional.course,no,yes,no,cellular,oct,tue
18648,35,admin.,single,university.degree,no,no,no,cellular,jul,mon
18649,47,admin.,married,university.degree,no,yes,no,telephone,may,wed
18650,26,admin.,married,high.school,no,no,no,cellular,jul,thu
18651,40,unemployed,married,basic.4y,unknown,yes,no,telephone,may,tue
18652,32,blue-collar,married,basic.9y,no,no,no,cellular,may,fri
18653,51,admin.,married,high.school,no,yes,no,cellular,aug,wed
18654,48,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,fri
18655,23,admin.,single,high.school,no,yes,no,cellular,may,thu
18656,35,admin.,married,high.school,no,yes,yes,telephone,jun,tue
18657,50,technician,married,university.degree,no,yes,no,cellular,nov,wed
18658,29,services,divorced,high.school,no,no,no,telephone,may,wed
18659,54,management,married,university.degree,no,no,no,telephone,jun,mon
18660,47,services,single,basic.9y,no,unknown,unknown,telephone,jun,thu
18661,39,admin.,single,high.school,no,yes,no,cellular,apr,fri
18662,33,self-employed,divorced,university.degree,no,no,no,cellular,may,thu
18663,22,admin.,married,high.school,no,no,no,telephone,may,tue
18664,27,admin.,single,university.degree,no,yes,no,cellular,jul,thu
18665,37,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,mon
18666,46,admin.,single,university.degree,no,yes,yes,cellular,dec,tue
18667,48,technician,single,unknown,no,unknown,unknown,telephone,may,tue
18668,32,admin.,married,university.degree,no,yes,yes,cellular,may,thu
18669,42,admin.,divorced,university.degree,no,no,no,telephone,may,wed
18670,38,blue-collar,single,basic.6y,no,yes,yes,cellular,may,wed
18671,31,services,married,high.school,no,yes,no,telephone,may,thu
18672,30,services,single,high.school,no,no,no,cellular,jul,tue
18673,30,admin.,single,university.degree,no,no,no,cellular,aug,mon
18674,41,admin.,single,university.degree,unknown,no,no,telephone,may,mon
18675,48,services,married,high.school,no,no,no,telephone,may,wed
18676,35,services,single,high.school,no,no,no,telephone,may,wed
18677,24,services,single,high.school,no,yes,no,telephone,jun,wed
18678,40,unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed
18679,48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu
18680,33,admin.,married,university.degree,no,yes,no,telephone,may,thu
18681,38,admin.,married,university.degree,no,no,no,cellular,aug,fri
18682,59,retired,married,basic.6y,no,yes,no,cellular,jul,tue
18683,39,blue-collar,married,basic.6y,no,no,no,cellular,may,fri
18684,51,admin.,single,basic.6y,no,no,no,telephone,jun,thu
18685,31,admin.,married,university.degree,no,yes,no,telephone,jun,wed
18686,46,management,married,university.degree,unknown,yes,no,cellular,apr,fri
18687,38,management,married,university.degree,no,yes,no,cellular,jul,tue
18688,36,admin.,married,university.degree,no,yes,yes,cellular,aug,fri
18689,34,services,divorced,professional.course,unknown,no,no,telephone,jun,mon
18690,35,technician,single,professional.course,no,no,no,cellular,aug,mon
18691,35,admin.,single,basic.9y,no,yes,no,telephone,may,tue
18692,31,blue-collar,married,unknown,unknown,no,no,cellular,jul,tue
18693,51,retired,married,basic.9y,no,yes,no,cellular,nov,thu
18694,56,services,married,high.school,no,no,no,telephone,nov,thu
18695,38,admin.,divorced,high.school,no,no,no,cellular,jun,wed
18696,41,technician,married,basic.9y,no,yes,no,telephone,may,thu
18697,39,services,married,high.school,no,no,no,telephone,may,thu
18698,57,management,divorced,university.degree,unknown,yes,no,cellular,apr,mon
18699,46,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed
18700,51,services,divorced,high.school,unknown,no,no,cellular,may,tue
18701,39,management,single,university.degree,unknown,no,no,cellular,apr,thu
18702,74,retired,married,basic.9y,no,yes,no,cellular,aug,mon
18703,46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon
18704,28,services,married,basic.9y,unknown,yes,yes,cellular,may,thu
18705,45,technician,married,university.degree,no,no,no,telephone,jun,wed
18706,40,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon
18707,34,admin.,married,university.degree,unknown,no,no,telephone,jun,tue
18708,80,retired,divorced,basic.4y,no,yes,yes,cellular,apr,wed
18709,44,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed
18710,47,services,married,high.school,no,no,no,telephone,may,tue
18711,27,services,single,high.school,no,no,yes,cellular,may,thu
18712,36,blue-collar,married,unknown,no,yes,yes,telephone,jun,wed
18713,41,self-employed,married,unknown,unknown,no,no,cellular,may,wed
18714,36,technician,married,professional.course,no,no,no,telephone,may,wed
18715,34,blue-collar,single,unknown,no,yes,no,cellular,mar,fri
18716,35,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,fri
18717,44,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu
18718,50,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu
18719,50,admin.,divorced,university.degree,no,no,yes,cellular,may,mon
18720,29,technician,single,university.degree,no,yes,yes,telephone,jun,fri
18721,33,technician,single,high.school,no,yes,no,cellular,may,wed
18722,55,technician,married,basic.9y,unknown,no,no,telephone,jun,mon
18723,49,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon
18724,41,management,married,basic.6y,no,no,no,telephone,may,mon
18725,45,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed
18726,60,technician,married,university.degree,no,yes,no,cellular,aug,tue
18727,30,technician,single,university.degree,no,yes,no,telephone,jun,mon
18728,32,technician,single,university.degree,unknown,yes,no,cellular,may,tue
18729,26,unemployed,single,university.degree,no,yes,no,cellular,apr,thu
18730,29,technician,single,professional.course,no,yes,no,cellular,aug,thu
18731,42,blue-collar,married,unknown,unknown,no,yes,cellular,may,thu
18732,38,blue-collar,married,basic.6y,no,unknown,unknown,cellular,jul,thu
18733,33,admin.,married,high.school,no,yes,yes,cellular,may,mon
18734,30,student,single,unknown,no,yes,no,cellular,apr,wed
18735,37,entrepreneur,single,basic.9y,no,yes,no,cellular,may,tue
18736,37,self-employed,married,university.degree,no,no,no,cellular,jun,mon
18737,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri
18738,37,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue
18739,28,admin.,single,high.school,no,yes,no,cellular,may,tue
18740,41,admin.,divorced,university.degree,no,yes,yes,cellular,mar,fri
18741,36,management,married,basic.6y,no,yes,no,cellular,oct,tue
18742,26,admin.,married,high.school,no,no,yes,telephone,may,mon
18743,42,blue-collar,divorced,basic.4y,no,no,yes,telephone,may,fri
18744,49,unknown,married,unknown,no,no,no,telephone,may,tue
18745,50,admin.,married,basic.6y,no,no,no,telephone,may,mon
18746,46,technician,married,high.school,no,unknown,unknown,telephone,jun,mon
18747,29,technician,single,professional.course,no,yes,yes,cellular,aug,wed
18748,49,services,married,high.school,unknown,no,no,telephone,jun,thu
18749,27,student,single,university.degree,no,yes,no,cellular,oct,fri
18750,59,admin.,married,professional.course,no,no,no,telephone,may,mon
18751,31,technician,single,professional.course,unknown,yes,no,telephone,may,mon
18752,42,technician,married,professional.course,no,no,yes,telephone,may,wed
18753,41,technician,married,professional.course,no,no,no,telephone,may,fri
18754,24,technician,single,basic.6y,no,yes,no,telephone,jul,thu
18755,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri
18756,43,admin.,married,university.degree,no,yes,yes,telephone,may,wed
18757,25,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,thu
18758,36,admin.,divorced,high.school,no,yes,no,telephone,may,mon
18759,32,unknown,single,professional.course,no,no,no,cellular,jul,thu
18760,55,admin.,divorced,university.degree,no,no,no,cellular,jul,thu
18761,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed
18762,38,technician,single,professional.course,no,no,no,telephone,may,mon
18763,41,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,wed
18764,26,student,single,high.school,no,no,no,cellular,may,mon
18765,41,admin.,single,unknown,unknown,yes,no,cellular,apr,fri
18766,48,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri
18767,52,self-employed,married,basic.4y,unknown,yes,no,telephone,may,tue
18768,54,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu
18769,31,admin.,married,university.degree,no,no,no,telephone,apr,wed
18770,40,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri
18771,54,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,mon
18772,44,admin.,married,university.degree,no,no,no,cellular,aug,tue
18773,53,admin.,married,university.degree,unknown,yes,no,cellular,sep,tue
18774,37,services,single,high.school,no,no,no,telephone,may,wed
18775,33,technician,single,university.degree,no,no,no,cellular,aug,wed
18776,25,student,single,high.school,no,no,no,cellular,aug,mon
18777,31,admin.,single,university.degree,no,no,no,telephone,aug,thu
18778,31,technician,divorced,university.degree,no,no,yes,cellular,aug,fri
18779,26,admin.,single,university.degree,no,yes,no,cellular,may,mon
18780,31,unemployed,married,university.degree,no,no,no,cellular,aug,wed
18781,39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed
18782,33,self-employed,single,university.degree,no,yes,yes,cellular,nov,fri
18783,33,management,married,high.school,unknown,yes,no,telephone,may,wed
18784,41,management,married,university.degree,no,no,no,cellular,jul,wed
18785,30,technician,married,university.degree,no,no,yes,cellular,jun,fri
18786,34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed
18787,50,admin.,married,basic.6y,no,yes,no,cellular,jul,wed
18788,30,unemployed,single,professional.course,no,yes,no,cellular,mar,mon
18789,41,services,married,high.school,no,no,no,telephone,may,tue
